负责人	学校名称	世界排名	学院	专业名称	学制	总学费（当地货币）	申请起止日	语言要求	是否需要GRE	是否有面试	是否要作品集/writing sample/essay
				建筑设计硕士	一年	29190	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				心理学与教育硕士	一年	25605	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				心理学和教育学硕士（转换）	一年	26320	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				房地产硕士	一年	26320	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				政治、治理和公共政策硕士	一年	26320	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				教育学硕士	一年	25605	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				数字媒体与社会硕士	一年	27755	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				数据科学硕士	一年	32905	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				新闻学硕士	一年	30625	9.15-次年9.1	雅思：总分7.5，小分7     托福：总分103，听力22，阅读写作24，口语25	无明确说明	无明确说明	
				景观建筑硕士	两年	30625	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				景观设计、规划与管理硕士	一年	30625	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				环境科学与数据硕士	一年	29190	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				社会研究硕士	一年	26320	9.15-次年9.1	雅思：总分7，小分6.5     托福：总分95，听力21，阅读写作22，口语23	无明确说明	无明确说明	
				经济学硕士	一年	29190	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				货币、银行和金融硕士	一年	32905	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				金融硕士	一年	32905	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
			管理学院	人力资源管理硕士	一年	32905	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				MBA（工商管理硕士）	一年	35840	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	需要	
				商业与组织心理学硕士	一年	32905	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				商业分析硕士	一年	34340	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				国际市场营销与管理硕士	一年	34340	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				国际管理硕士	一年	34340	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				战略营销与品牌硕士	一年	34340	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				数字营销硕士	一年	30625	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				物流与供应链管理硕士	一年	32905	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				管理学与国际商务硕士	一年	32905	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				管理学硕士	一年	32905	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				金融与会计硕士	一年	35840	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				金融科技与创新硕士	一年	35840	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
			艺术与人文学院	东亚商务硕士	一年	29190	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				东亚政治与媒体硕士	一年	25605	9.15-次年9.1	雅思：总分6.5，小分6     托福：总分88，听力写作19，阅读20，口语22	无明确说明	无明确说明	
				公司法和商业法硕士							
				历史学硕士							
				哲学硕士							
				国际法和全球司法硕士							
				国际犯罪学硕士							
				应用语言学硕士							
				数字文化与传播硕士							
				数据与数字人文硕士							
				文化遗产管理硕士							
				法律硕士							
				翻译与跨文化研究硕士							
				考古学与遗产硕士							
				英国文学硕士							
				认知研究硕士							
				谢菲尔德法学硕士							
				音乐学硕士							
				音乐心理学硕士							
				音乐管理硕士							
				音乐表演研究硕士							
小雷	杜伦大学	94	克兰默堂	神学与牧师硕士	1年		9月22-无明确截止日	雅思：总分6.5 小分6；托福：总分80 小分20：PTE：总分62 小分59	官方没有明确说明	官方没有明确说明	官方没有明确说明
			商学院	金融（金融科技与银行）硕士	1年	36500	9月22-无明确截止日	雅思：总分6.5 小分6；托福：总分80 小分20：PTE：总分62 小分59	官方没有明确说明	官方没有明确说明	官方没有明确说明
				市场营销硕士	1年	33500	9月22-无明确截止日	雅思：总分6.5 小分6；托福：总分80 小分20：PTE：总分62 小分59	官方没有明确说明	官方没有明确说明	官方没有明确说明
				经济学硕士	1年	29500	9月22-无明确截止日	雅思：总分6.5 小分6；托福：总分80 小分20：PTE：总分62 小分59	官方没有明确说明	官方没有明确说明	官方没有明确说明
				管理学硕士	1年	33500	9月22-无明确截止日	雅思：总分6.5 小分6；托福：总分80 小分20：PTE：总分62 小分59	官方没有明确说明	官方没有明确说明	官方没有明确说明
				会计学硕士	1年	33500	9月22-无明确截止日	雅思：总分6.5 小分6；托福：总分80 小分20：PTE：总分62 小分59	官方没有明确说明	官方没有明确说明	官方没有明确说明
				环境与自然资源经济学硕士	1年	36500	9月22-无明确截止日	雅思：总分6.5 小分6；托福：总分80 小分20：PTE：总分62 小分59	官方没有明确说明	官方没有明确说明	官方没有明确说明
				全日制MBA	1年	41000	2026.4.16-2026.6.10	雅思：总分6.5 小分6；托福：总分80 小分20：PTE：总分62 小分59	官方没有明确说明	官方没有明确说明	官方没有明确说明
